clip,species,probability
A_20090423_053100.wav,8,0.998962420905093795298057557375
A_20090423_053100.wav,9,0.951131056484753267810106081015
A_20090423_053100.wav,10,0.684181560429257151767501454742
A_20090423_053100.wav,11,0.931389333414818887391106727591
A_20090423_053100.wav,12,0.793718527171263232844466983806
A_20090423_053100.wav,13,0.821063612379118401563005136268
A_20090423_053100.wav,14,0.819677684838822084856246874551
A_20090423_053100.wav,15,0.826870548306449792974603951734
A_20090423_053100.wav,16,0.842977726738017518748335987766
A_20090423_053100.wav,17,0.000000000000000000000000000000
A_20090423_053100.wav,18,0.779569607684753362875085258565
A_20090423_053100.wav,19,0.687345587253471390631887061318
A_20090423_053100.wav,20,0.983738942691027129505698667344
A_20090423_053100.wav,21,0.390914886588590970717405070900
A_20090423_053100.wav,22,0.861250763858696144481541523419
A_20090423_053100.wav,23,0.948388514088077227981443684257
A_20090423_053100.wav,24,0.612974510081650936221819847560
A_20090423_053100.wav,25,0.000000000000000000000000000000
A_20090423_053100.wav,26,0.887180626954663709149428996170
A_20090423_053100.wav,27,0.876742850127357531420102532138
A_20090423_053100.wav,28,0.774211893016556906843561591813
A_20090423_053100.wav,29,0.000000000000000000000000000000
A_20090423_053100.wav,30,0.588407417606894300732278679789
A_20090423_053100.wav,31,0.863577837335657516604214833933
A_20090423_053100.wav,32,0.999471558764200351809847688855
A_20090423_053100.wav,33,0.975353712304898090579285963031
A_20090423_053100.wav,34,0.690298130477877247557216833229
A_20090423_053100.wav,35,0.730401871255753842859803626197
A_20090425_052800.wav,1,0.763903153699576620283551164903
A_20090425_052800.wav,2,0.932779617470677724355709869997
A_20090425_052800.wav,3,0.000000000000000000000000000000
A_20090425_052800.wav,4,0.716906597965703218378052952175
A_20090425_052800.wav,5,0.528187779973948612344258890516
A_20090425_052800.wav,6,0.741921431824345778416329721949
A_20090425_052800.wav,7,0.871736422057742377234035302536
A_20090425_052800.wav,8,0.999607049063962471713296054077
A_20090425_052800.wav,9,0.929117805539257157754207128164
A_20090425_052800.wav,10,0.756947365767954516435622736026
A_20090425_052800.wav,11,0.909361591677773195563361241511
A_20090425_052800.wav,12,0.827263467521635598167506486789
A_20090425_052800.wav,13,0.797661629857138065879951227544
A_20090425_052800.wav,14,0.868751033198777999899675705819
A_20090425_052800.wav,15,0.691107326100008023672671697568
A_20090425_052800.wav,16,0.817814147701387605948752934637
A_20090425_052800.wav,17,0.000000000000000000000000000000
A_20090425_052800.wav,18,0.855793770682145127359774505749
A_20090425_052800.wav,19,0.370538205884720639460283564404
A_20090425_052800.wav,20,0.976470910536813119229293533863
A_20090425_052800.wav,21,0.361153914439632850452710499667
A_20090425_052800.wav,22,0.848170231076030955996714055800
A_20090425_052800.wav,23,0.937649523996707090489621805318
A_20090425_052800.wav,24,0.651797756914061721111863789702
A_20090425_052800.wav,25,0.000000000000000000000000000000
A_20090425_052800.wav,26,0.862099361593752444576921334374
A_20090425_052800.wav,27,0.869158413760888759469480646658
A_20090425_052800.wav,28,0.712766910900789474325733863225
A_20090425_052800.wav,29,0.000000000000000000000000000000
A_20090425_052800.wav,30,0.673968816734624942554887638835
A_20090425_052800.wav,31,0.848718411942941175496457617555
A_20090425_052800.wav,32,0.998969828837930617915219499992
A_20090425_052800.wav,33,0.975816616149600024598953496024
A_20090425_052800.wav,34,0.591824181084696143706480597757
A_20090425_052800.wav,35,0.454360164160653834386494054343
A_20090427_052400.wav,1,0.504455908533348207356539205648
A_20090427_052400.wav,2,0.860055502256543258354781755770
A_20090427_052400.wav,3,0.000000000000000000000000000000
A_20090427_052400.wav,4,0.345061140135181743104908491659
A_20090427_052400.wav,5,0.482107264412172775713827377331
A_20090427_052400.wav,6,0.628863038516432992786064914981
A_20090427_052400.wav,7,0.603687579096002124856568116229
A_20090427_052400.wav,8,0.999232733439292197807901629858
A_20090427_052400.wav,9,0.795012439294391581867671447981
A_20090427_052400.wav,10,0.592755703326016014642618756625
A_20090427_052400.wav,11,0.894945030312692346718961289298
A_20090427_052400.wav,12,0.876103862671393063266123135691
A_20090427_052400.wav,13,0.710825286067785055976742114581
A_20090427_052400.wav,14,0.716687768418432735728629268124
A_20090427_052400.wav,15,0.184361459291793150505611720291
A_20090427_052400.wav,16,0.529654042405814373672967576567
A_20090427_052400.wav,17,0.000000000000000000000000000000
A_20090427_052400.wav,18,0.858219717609238985644992681046
A_20090427_052400.wav,19,0.426307821742398895814574188989
A_20090427_052400.wav,20,0.968513922888512235331859301368
A_20090427_052400.wav,21,0.267030610364095477571311221254
A_20090427_052400.wav,22,0.736630702206955811917055143567
A_20090427_052400.wav,23,0.763006475960354757503978362365
A_20090427_052400.wav,24,0.745538420550090785710040108825
A_20090427_052400.wav,25,0.059664785252137031434926939255
A_20090427_052400.wav,26,0.462500289867756264605702654080
A_20090427_052400.wav,27,0.639073093100046785153267592250
A_20090427_052400.wav,28,0.285868384282007226282473766332
A_20090427_052400.wav,29,0.000000000000000000000000000000
A_20090427_052400.wav,30,0.677407137974984863149074953981
A_20090427_052400.wav,31,0.752124398203967370335476516630
A_20090427_052400.wav,32,0.991372661791028120248370214540
A_20090427_052400.wav,33,0.935985743204077236256921423774
A_20090427_052400.wav,34,0.000000000000000000000000000000
A_20090427_052400.wav,35,0.249148131688321838872468561021
A_20090429_052100.wav,1,0.788188890711296163971155692707
A_20090429_052100.wav,2,0.939064760247780516699833697203
A_20090429_052100.wav,3,0.000000000000000000000000000000
A_20090429_052100.wav,4,0.704397296116388238473859928490
A_20090429_052100.wav,5,0.307057974702195091154521833232
A_20090429_052100.wav,6,0.532311640574140376713785371976
A_20090429_052100.wav,7,0.778969601370429032272113545332
A_20090429_052100.wav,8,0.999724374665508119797152630781
A_20090429_052100.wav,9,0.822024456105594047983231575927
A_20090429_052100.wav,10,0.895961450281240523452197521692
A_20090429_052100.wav,11,0.758208463150562783638974906353
A_20090429_052100.wav,12,0.790609383842831081601332243736
A_20090429_052100.wav,13,0.628811203223070491752366706351
A_20090429_052100.wav,14,0.354947027876804321877557413245
A_20090429_052100.wav,15,0.775361961225564111366281849769
A_20090429_052100.wav,16,0.701600337287750841497313558648
A_20090429_052100.wav,17,0.000000000000000000000000000000
A_20090429_052100.wav,18,0.613615968345408768769289054035
A_20090429_052100.wav,19,0.374171361436307248204968800565
A_20090429_052100.wav,20,0.924629199504061194403448098456
A_20090429_052100.wav,21,0.694470418827552227192256850685
A_20090429_052100.wav,22,0.877571171117501935832194703835
A_20090429_052100.wav,23,0.925181188525834530267388799984
A_20090429_052100.wav,24,0.334420818901195238126433650905
A_20090429_052100.wav,25,0.000000000000000000000000000000
A_20090429_052100.wav,26,0.591902394389213437619901014841
A_20090429_052100.wav,27,0.581659326247387031827429382247
A_20090429_052100.wav,28,0.833095138536313228883045667317
A_20090429_052100.wav,29,0.000000000000000000000000000000
A_20090429_052100.wav,30,0.370210288932921183224777905707
A_20090429_052100.wav,31,0.715877734276029187299172917847
A_20090429_052100.wav,32,0.998777517781988866119036174496
A_20090429_052100.wav,33,0.961197181829480107317920101195
A_20090429_052100.wav,34,0.820517128844405863041799875646
A_20090429_052100.wav,35,0.919511985910714590986003713624
A_20090501_051700.wav,1,0.623894293916058106930222493247
A_20090501_051700.wav,2,0.929418659132472013695291934710
A_20090501_051700.wav,3,0.000000000000000000000000000000
A_20090501_051700.wav,4,0.380857838192723230363867514825
A_20090501_051700.wav,5,0.447001306248908103491146448505
A_20090501_051700.wav,6,0.378105046066988581543455438805
A_20090501_051700.wav,7,0.870618392738644497619304729596
A_20090501_051700.wav,8,0.997806792786820939689107490267
A_20090501_051700.wav,9,0.805998420991765662790839996887
A_20090501_051700.wav,10,0.802159024953828181381254580629
A_20090501_051700.wav,11,0.487221072202090321745515666407
A_20090501_051700.wav,12,0.823192911788218406599071386154
A_20090501_051700.wav,13,0.727509056917963636834656426799
A_20090501_051700.wav,14,0.581529602459795125213304345380
A_20090501_051700.wav,15,0.425073130196848114614738278760
A_20090501_051700.wav,16,0.803452779729361243887808541331
A_20090501_051700.wav,17,0.000000000000000000000000000000
A_20090501_051700.wav,18,0.728242975953835802727098780451
A_20090501_051700.wav,19,0.392844347045841146837119595148
A_20090501_051700.wav,20,0.945647360030750339099370194162
A_20090501_051700.wav,21,0.242369142454222030735877524421
A_20090501_051700.wav,22,0.847006216011246371166976132372
A_20090501_051700.wav,23,0.780861311834660565267540732748
A_20090501_051700.wav,24,0.520475230784458231525491100911
A_20090501_051700.wav,25,0.000000000000000000000000000000
A_20090501_051700.wav,26,0.608286900398743779483368143701
A_20090501_051700.wav,27,0.420478324663614011491574729007
A_20090501_051700.wav,28,0.713816744230619804056914290413
A_20090501_051700.wav,29,0.000000000000000000000000000000
A_20090501_051700.wav,30,0.439881870984717426864563094568
A_20090501_051700.wav,31,0.498357837533298653198698957567
A_20090501_051700.wav,32,0.991299124257070340959785426094
A_20090501_051700.wav,33,0.976117353188739489411318572820
A_20090501_051700.wav,34,0.498163124887213593083856721933
A_20090501_051700.wav,35,0.751200378230785337230202003411
A_20090503_051400.wav,1,0.714098787024476600038269680226
A_20090503_051400.wav,2,0.858858088067700808920790223056
A_20090503_051400.wav,3,0.000000000000000000000000000000
A_20090503_051400.wav,4,0.352481173477188547416005803825
A_20090503_051400.wav,5,0.290453301080634829212101521989
A_20090503_051400.wav,6,0.619350012554839901568470850179
A_20090503_051400.wav,7,0.881646914949682836137867525395
A_20090503_051400.wav,8,0.997370997093047217951777838607
A_20090503_051400.wav,9,0.653253602099175267881037143525
A_20090503_051400.wav,10,0.681038316389648623605523880542
A_20090503_051400.wav,11,0.835572530002453239816873065138
A_20090503_051400.wav,12,0.788813028519438685925990739634
A_20090503_051400.wav,13,0.181621384577533628856826908304
A_20090503_051400.wav,14,0.812111089261505658676298935461
A_20090503_051400.wav,15,0.626063016719822673650241995347
A_20090503_051400.wav,16,0.816440316545556155070073600655
A_20090503_051400.wav,17,0.000000000000000000000000000000
A_20090503_051400.wav,18,0.659773319928133927803060032602
A_20090503_051400.wav,19,0.327737628781760048646276572981
A_20090503_051400.wav,20,0.940753249811885128295330105175
A_20090503_051400.wav,21,0.346746619137262679366529027902
A_20090503_051400.wav,22,0.787658386111937502960245183203
A_20090503_051400.wav,23,0.893165381847605188703198564326
A_20090503_051400.wav,24,0.379843700824915142533200196340
A_20090503_051400.wav,25,0.087999925790797628444295241934
A_20090503_051400.wav,26,0.592087647713868348020582743629
A_20090503_051400.wav,27,0.552825585535619001831264540670
A_20090503_051400.wav,28,0.784292027637786270943820454704
A_20090503_051400.wav,29,0.000000000000000000000000000000
A_20090503_051400.wav,30,0.000000000000000000000000000000
A_20090503_051400.wav,31,0.732415151988614954170486726071
A_20090503_051400.wav,32,0.996082664485320345981733680674
A_20090503_051400.wav,33,0.980631940651557565402640648244
A_20090503_051400.wav,34,0.415962500932863910030334864132
A_20090503_051400.wav,35,0.685576983051558785930978956458
A_20090505_051100.wav,1,0.750431382905203059330290216167
A_20090505_051100.wav,2,0.940978310582401999973001238686
A_20090505_051100.wav,3,0.000000000000000000000000000000
A_20090505_051100.wav,4,0.423441294001250856382512210985
A_20090505_051100.wav,5,0.130284643042676173685379126255
A_20090505_051100.wav,6,0.454196086264569864887619132787
A_20090505_051100.wav,7,0.834941654523406517895978140587
A_20090505_051100.wav,8,0.999158327453788297489722936007
A_20090505_051100.wav,9,0.906795690995461090011531268829
A_20090505_051100.wav,10,0.821034008223818112526259938022
A_20090505_051100.wav,11,0.855164923936906240520272604044
A_20090505_051100.wav,12,0.794133961178485225929080115748
A_20090505_051100.wav,13,0.740729587317308535432403004961
A_20090505_051100.wav,14,0.869658641182202152286606633425
A_20090505_051100.wav,15,0.713213148362842330740818397317
A_20090505_051100.wav,16,0.601861787823212424086705141235
A_20090505_051100.wav,17,0.000000000000000000000000000000
A_20090505_051100.wav,18,0.752897789088234681287303828867
A_20090505_051100.wav,19,0.427765980218299590731589887582
A_20090505_051100.wav,20,0.985877238716470372104083708109
A_20090505_051100.wav,21,0.329134471279219464889820301323
A_20090505_051100.wav,22,0.795946086557562937358056842641
A_20090505_051100.wav,23,0.945750133177740703871450023144
A_20090505_051100.wav,24,0.721356089156699242792569748417
A_20090505_051100.wav,25,0.000000000000000000000000000000
A_20090505_051100.wav,26,0.838868139950906588353518600343
A_20090505_051100.wav,27,0.851245139988044630108277033287
A_20090505_051100.wav,28,0.546070085473614352800098004082
A_20090505_051100.wav,29,0.000000000000000000000000000000
A_20090505_051100.wav,30,0.592534488659268943067104373768
A_20090505_051100.wav,31,0.833399021107893656079568245332
A_20090505_051100.wav,32,0.998819654018567204545320237230
A_20090505_051100.wav,33,0.968489028394081574724339134264
A_20090505_051100.wav,34,0.692930437622068517988793701079
A_20090505_051100.wav,35,0.537954081420906282673399800842
A_20090507_050800.wav,1,0.425702025722621502090703415888
A_20090507_050800.wav,2,0.883979723386602023182945231383
A_20090507_050800.wav,3,0.000000000000000000000000000000
A_20090507_050800.wav,4,0.522086187381968325205150449619
A_20090507_050800.wav,5,0.028551443020879196943440092582
A_20090507_050800.wav,6,0.418138319765262722604859391140
A_20090507_050800.wav,7,0.903661258939773448517485121556
A_20090507_050800.wav,8,0.999063221945039936500165822508
A_20090507_050800.wav,9,0.891118356123826282910727059061
A_20090507_050800.wav,10,0.608013410316401659017060410406
A_20090507_050800.wav,11,0.863431931648089290298742071172
A_20090507_050800.wav,12,0.696531078787615332004179435899
A_20090507_050800.wav,13,0.722552959983889575568127838778
A_20090507_050800.wav,14,0.859374841635867414701976940705
A_20090507_050800.wav,15,0.469558047440879477996134028217
A_20090507_050800.wav,16,0.759718834691419431237591197714
A_20090507_050800.wav,17,0.000000000000000000000000000000
A_20090507_050800.wav,18,0.735002561385466934851251608052
A_20090507_050800.wav,19,0.273893884249848507117519602616
A_20090507_050800.wav,20,0.967100243233824485855620878283
A_20090507_050800.wav,21,0.000000000000000000000000000000
A_20090507_050800.wav,22,0.802967372641555043877303887712
A_20090507_050800.wav,23,0.911332785465644334976786922198
A_20090507_050800.wav,24,0.489974095726403047201813478750
A_20090507_050800.wav,25,0.112874250692878042023892248835
A_20090507_050800.wav,26,0.638863385372111736160150030628
A_20090507_050800.wav,27,0.826983686692851271970994275762
A_20090507_050800.wav,28,0.605522764847156391709859235561
A_20090507_050800.wav,29,0.000000000000000000000000000000
A_20090507_050800.wav,30,0.578000738045481243787548919499
A_20090507_050800.wav,31,0.739477489235593199445872869546
A_20090507_050800.wav,32,0.998021134250924979447461282689
A_20090507_050800.wav,33,0.961056947905840064372284814453
A_20090507_050800.wav,34,0.599141724903341943431200888881
A_20090507_050800.wav,35,0.126460377049353200895609461440
A_20090509_050500.wav,1,0.709168197260317101360271863086
A_20090509_050500.wav,2,0.920653033363013295620191911439
A_20090509_050500.wav,3,0.000000000000000000000000000000
A_20090509_050500.wav,4,0.646524400535011922741546186444
A_20090509_050500.wav,5,0.111944498495758937295363466546
A_20090509_050500.wav,6,0.750468376552106630761329597590
A_20090509_050500.wav,7,0.904435254622472428742696592963
A_20090509_050500.wav,8,0.998616179373603030100525757007
A_20090509_050500.wav,9,0.940401206358695729292662690568
A_20090509_050500.wav,10,0.706949650428353892905874999997
A_20090509_050500.wav,11,0.753940796777134214501359110727
A_20090509_050500.wav,12,0.795050130271480304244846593065
A_20090509_050500.wav,13,0.178746252758167689655977028451
A_20090509_050500.wav,14,0.715453221683091999949510864099
A_20090509_050500.wav,15,0.812172246998792424221846886212
A_20090509_050500.wav,16,0.548072384479595497985826568765
A_20090509_050500.wav,17,0.000000000000000000000000000000
A_20090509_050500.wav,18,0.684966139529170625621645740466
A_20090509_050500.wav,19,0.398401317203822102896992873866
A_20090509_050500.wav,20,0.934598492079857567915723848273
A_20090509_050500.wav,21,0.509932761712456494862522049516
A_20090509_050500.wav,22,0.892864266843735432388484696276
A_20090509_050500.wav,23,0.953970035728604615066217320418
A_20090509_050500.wav,24,0.520353908358368477671263008233
A_20090509_050500.wav,25,0.000000000000000000000000000000
A_20090509_050500.wav,26,0.451033543530293568046829477680
A_20090509_050500.wav,27,0.505535399288206122037081513554
A_20090509_050500.wav,28,0.713852791508319706181850961002
A_20090509_050500.wav,29,0.000000000000000000000000000000
A_20090509_050500.wav,30,0.540404579083562541796936784522
A_20090509_050500.wav,31,0.787955442146758611166035279894
A_20090509_050500.wav,32,0.997358393134820664371886778099
A_20090509_050500.wav,33,0.980434299929504815551695173781
A_20090509_050500.wav,34,0.817793689575594839880068320781
A_20090509_050500.wav,35,0.802227919084808394067920289672
A_20090511_050200.wav,1,0.792576203759823183503385735094
A_20090511_050200.wav,2,0.894133059127721452341575059108
A_20090511_050200.wav,3,0.000000000000000000000000000000
A_20090511_050200.wav,4,0.650243884226502810719239278114
A_20090511_050200.wav,5,0.473473945368153348312034722767
A_20090511_050200.wav,6,0.683187232911106723243221949815
A_20090511_050200.wav,7,0.679649877802993351849636383122
A_20090511_050200.wav,8,0.999088675519526736579223324952
A_20090511_050200.wav,9,0.554791483240594018866431724746
A_20090511_050200.wav,10,0.596270772943719551406616119493
A_20090511_050200.wav,11,0.847625073573123333225964870508
A_20090511_050200.wav,12,0.845099489701600870006359400577
A_20090511_050200.wav,13,0.498174869701801914523286995973
A_20090511_050200.wav,14,0.496404544483099674501147546835
A_20090511_050200.wav,15,0.167670307249051631082181756938
A_20090511_050200.wav,16,0.780320428192046611215459961386
A_20090511_050200.wav,17,0.000000000000000000000000000000
A_20090511_050200.wav,18,0.461004889142675899904588732170
A_20090511_050200.wav,19,0.306660140261006519679654047650
A_20090511_050200.wav,20,0.901241777392479237462907804002
A_20090511_050200.wav,21,0.462716535940169149121459213347
A_20090511_050200.wav,22,0.770536068399273132989435453055
A_20090511_050200.wav,23,0.479927525541056998470423877734
A_20090511_050200.wav,24,0.171614343745740582924952377653
A_20090511_050200.wav,25,0.247752373440738415943940253783
A_20090511_050200.wav,26,0.696475195212426401170091594395
A_20090511_050200.wav,27,0.351634093721256091313875913329
A_20090511_050200.wav,28,0.846432798552012033432845328207
A_20090511_050200.wav,29,0.000000000000000000000000000000
A_20090511_050200.wav,30,0.021773064307787248772285693121
A_20090511_050200.wav,31,0.651073366934706632136453663406
A_20090511_050200.wav,32,0.938538991543299894182439402357
A_20090511_050200.wav,33,0.972892496070001611130351193424
A_20090511_050200.wav,34,0.000000000000000000000000000000
A_20090511_050200.wav,35,0.837389005287449639247654431529
A_20090513_045900.wav,1,0.781615539489787680693666516163
A_20090513_045900.wav,2,0.925115193654243883614185506303
A_20090513_045900.wav,3,0.000000000000000000000000000000
A_20090513_045900.wav,4,0.684367803100302096730445100548
A_20090513_045900.wav,5,0.047283626062033956571895032539
A_20090513_045900.wav,6,0.796240087014750907989935058140
A_20090513_045900.wav,7,0.891704843401611602082823537785
A_20090513_045900.wav,8,0.998502804499117546654929356009
A_20090513_045900.wav,9,0.963082321479157177357421915076
A_20090513_045900.wav,10,0.808619684818399520054299500771
A_20090513_045900.wav,11,0.892000346509539632222640648251
A_20090513_045900.wav,12,0.829774997653917822937330583954
A_20090513_045900.wav,13,0.317969010873612956125100481586
A_20090513_045900.wav,14,0.733268142371654274569436893216
A_20090513_045900.wav,15,0.875851050381614815165676191100
A_20090513_045900.wav,16,0.447374927108403430686678348138
A_20090513_045900.wav,17,0.000000000000000000000000000000
A_20090513_045900.wav,18,0.503874248670987290310563366802
A_20090513_045900.wav,19,0.410444161155600006907206989126
A_20090513_045900.wav,20,0.957382071027573111621222778922
A_20090513_045900.wav,21,0.692049771144023218027996335877
A_20090513_045900.wav,22,0.874802033007623158766818960430
A_20090513_045900.wav,23,0.952315118051210385274885084073
A_20090513_045900.wav,24,0.594001045223745749446209174494
A_20090513_045900.wav,25,0.000000000000000000000000000000
A_20090513_045900.wav,26,0.547673751384400331332358291547
A_20090513_045900.wav,27,0.494334452184261419205313359271
A_20090513_045900.wav,28,0.750127548311356528998317116930
A_20090513_045900.wav,29,0.000000000000000000000000000000
A_20090513_045900.wav,30,0.540132336740983820533301695832
A_20090513_045900.wav,31,0.871900120066086858905407552811
A_20090513_045900.wav,32,0.993855501548611797169030523946
A_20090513_045900.wav,33,0.978411345492397166445641687460
A_20090513_045900.wav,34,0.838159337526313663602195447311
A_20090513_045900.wav,35,0.883359281048118116785872189212
A_20090515_045600.wav,1,0.735503161450915765584568362101
A_20090515_045600.wav,2,0.911426048190714377383869759797
A_20090515_045600.wav,3,0.000000000000000000000000000000
A_20090515_045600.wav,4,0.755043675635587274719284778257
A_20090515_045600.wav,5,0.000000000000000000000000000000
A_20090515_045600.wav,6,0.564270765110908012474055794883
A_20090515_045600.wav,7,0.694452169885082071232318412513
A_20090515_045600.wav,8,0.999129447456419295114926626411
A_20090515_045600.wav,9,0.854346635512541752177639864385
A_20090515_045600.wav,10,0.844885636914725957069549622247
A_20090515_045600.wav,11,0.776837017852835653997090048506
A_20090515_045600.wav,12,0.478955211345572506864698425488
A_20090515_045600.wav,13,0.298207262194470468230633741769
A_20090515_045600.wav,14,0.669626504081545892432814071071
A_20090515_045600.wav,15,0.491548257032035307290129821922
A_20090515_045600.wav,16,0.557537562706948763846526162524
A_20090515_045600.wav,17,0.000000000000000000000000000000
A_20090515_045600.wav,18,0.473318279849646472712265676819
A_20090515_045600.wav,19,0.332486351319150275074321143620
A_20090515_045600.wav,20,0.876920463104229330753014437505
A_20090515_045600.wav,21,0.298545653230294361080154885713
A_20090515_045600.wav,22,0.865966306231123361669688165421
A_20090515_045600.wav,23,0.712048238499078389729390892171
A_20090515_045600.wav,24,0.405780720082887347288647106325
A_20090515_045600.wav,25,0.217688436257161499476353583304
A_20090515_045600.wav,26,0.894664618903355135515198526264
A_20090515_045600.wav,27,0.563913964506485232419663589098
A_20090515_045600.wav,28,0.820342680141094238166488139541
A_20090515_045600.wav,29,0.000000000000000000000000000000
A_20090515_045600.wav,30,0.207093739017480404918103431555
A_20090515_045600.wav,31,0.385732010244459133652128457470
A_20090515_045600.wav,32,0.982607956083750289089095986128
A_20090515_045600.wav,33,0.980252950519732602074896021804
A_20090515_045600.wav,34,0.549480650340749443572008203773
A_20090515_045600.wav,35,0.797333535185770769793123236013
A_20090517_045400.wav,1,0.617955527133263959882469862350
A_20090517_045400.wav,2,0.951986894436162578436722014885
A_20090517_045400.wav,3,0.000000000000000000000000000000
A_20090517_045400.wav,4,0.709299369814097913078398960351
A_20090517_045400.wav,5,0.205342159746614738580205994367
A_20090517_045400.wav,6,0.372406720564450899324526744749
A_20090517_045400.wav,7,0.622181808154520066267423317186
A_20090517_045400.wav,8,0.998854174185481502590278068965
A_20090517_045400.wav,9,0.913093228411299917546273263724
A_20090517_045400.wav,10,0.816008216366078897863189922646
A_20090517_045400.wav,11,0.850272542384056917441625955689
A_20090517_045400.wav,12,0.778530413753853234304358466034
A_20090517_045400.wav,13,0.541203271325189971818758749578
A_20090517_045400.wav,14,0.401481844083194983063833660708
A_20090517_045400.wav,15,0.400680460230625312689767270058
A_20090517_045400.wav,16,0.039788207898455940636495142826
A_20090517_045400.wav,17,0.000000000000000000000000000000
A_20090517_045400.wav,18,0.696857449684973428993828292732
A_20090517_045400.wav,19,0.350590719614214840760268998565
A_20090517_045400.wav,20,0.951462853068155367530778221408
A_20090517_045400.wav,21,0.454361534938484412649017940566
A_20090517_045400.wav,22,0.861997759519031903074903766537
A_20090517_045400.wav,23,0.859055366418645327541980805108
A_20090517_045400.wav,24,0.572096211927524578300108260009
A_20090517_045400.wav,25,0.000000000000000000000000000000
A_20090517_045400.wav,26,0.804651537425341900622299817769
A_20090517_045400.wav,27,0.725607637626032642153006690933
A_20090517_045400.wav,28,0.765517472505404694693709188869
A_20090517_045400.wav,29,0.000000000000000000000000000000
A_20090517_045400.wav,30,0.550495073219212649462406261591
A_20090517_045400.wav,31,0.846451330365056708870952206780
A_20090517_045400.wav,32,0.965582733425731865040120283084
A_20090517_045400.wav,33,0.954268946789416316889287372760
A_20090517_045400.wav,34,0.638336494415177368999536611227
A_20090517_045400.wav,35,0.805852276678841628054783541302
A_20090520_045000.wav,1,0.771759155485287617892709022271
A_20090520_045000.wav,2,0.961162209744841011804794561613
A_20090520_045000.wav,3,0.000000000000000000000000000000
A_20090520_045000.wav,4,0.690392143217575249281026117387
A_20090520_045000.wav,5,0.368258256896220048659529311408
A_20090520_045000.wav,6,0.731423547646373073405356990406
A_20090520_045000.wav,7,0.753028372816154423219359159702
A_20090520_045000.wav,8,0.999756252537649992007118271431
A_20090520_045000.wav,9,0.921018212566065974655771242396
A_20090520_045000.wav,10,0.913286470912381798115120545845
A_20090520_045000.wav,11,0.913629462808493553183097901638
A_20090520_045000.wav,12,0.853854762835082103933359576331
A_20090520_045000.wav,13,0.636210246016694624948684122501
A_20090520_045000.wav,14,0.813314184390719563388927326741
A_20090520_045000.wav,15,0.895781243605501376059407903085
A_20090520_045000.wav,16,0.756864937057410980258964627865
A_20090520_045000.wav,17,0.000000000000000000000000000000
A_20090520_045000.wav,18,0.679056138027322564454379971721
A_20090520_045000.wav,19,0.738342236319269984434754405811
A_20090520_045000.wav,20,0.975487425316123313301375219453
A_20090520_045000.wav,21,0.594441352574425985189066068415
A_20090520_045000.wav,22,0.912322325005073708759084638587
A_20090520_045000.wav,23,0.952586398047625015905737200228
A_20090520_045000.wav,24,0.677063196853288640220114302792
A_20090520_045000.wav,25,0.000000000000000000000000000000
A_20090520_045000.wav,26,0.902509704521185396330906769435
A_20090520_045000.wav,27,0.770659172163823513734826065047
A_20090520_045000.wav,28,0.821058976725694167342339824245
A_20090520_045000.wav,29,0.000000000000000000000000000000
A_20090520_045000.wav,30,0.558262252275243953114625128364
A_20090520_045000.wav,31,0.897673432418470862437231971853
A_20090520_045000.wav,32,0.999413425272870137305858406762
A_20090520_045000.wav,33,0.982004628221163966550477653072
A_20090520_045000.wav,34,0.850391607917416414430533677660
A_20090520_045000.wav,35,0.783773573923389976769726672501
A_20090522_044800.wav,1,0.761781689206959433668941983342
A_20090522_044800.wav,2,0.886659319910224841265744544216
A_20090522_044800.wav,3,0.000000000000000000000000000000
A_20090522_044800.wav,4,0.699830138408216506640258103289
A_20090522_044800.wav,5,0.460378192277289266520767796464
A_20090522_044800.wav,6,0.744907925326056652437500815722
A_20090522_044800.wav,7,0.765625550809606592039813222073
A_20090522_044800.wav,8,0.999727119876780867535615016095
A_20090522_044800.wav,9,0.909145535175853947151836109697
A_20090522_044800.wav,10,0.898652080286702958922262496344
A_20090522_044800.wav,11,0.899126702001088573545928284148
A_20090522_044800.wav,12,0.874683878265519965111707278993
A_20090522_044800.wav,13,0.733369424701921568399143325223
A_20090522_044800.wav,14,0.470030256132591972573209204711
A_20090522_044800.wav,15,0.823127989082085398386823271721
A_20090522_044800.wav,16,0.696915849217190963571511019836
A_20090522_044800.wav,17,0.000000000000000000000000000000
A_20090522_044800.wav,18,0.731056448111064183237317593012
A_20090522_044800.wav,19,0.707798229417088808901326046907
A_20090522_044800.wav,20,0.959955367398694914271572997677
A_20090522_044800.wav,21,0.538218279722147752153205146897
A_20090522_044800.wav,22,0.876882130630223133316292205564
A_20090522_044800.wav,23,0.831636657329788642201151560585
A_20090522_044800.wav,24,0.541334771273643822198096131615
A_20090522_044800.wav,25,0.000000000000000000000000000000
A_20090522_044800.wav,26,0.564912745656229731139319483191
A_20090522_044800.wav,27,0.482467344327523472991003927746
A_20090522_044800.wav,28,0.596912115693324807352837524377
A_20090522_044800.wav,29,0.000000000000000000000000000000
A_20090522_044800.wav,30,0.489747057273473895833149072132
A_20090522_044800.wav,31,0.676281730677339210089371590584
A_20090522_044800.wav,32,0.997409176097205030231407363317
A_20090522_044800.wav,33,0.888642779534165483390495410276
A_20090522_044800.wav,34,0.663799940255971554492475661391
A_20090522_044800.wav,35,0.713008307718595024660146464157
